pixel_id x y N_photoelectrons_fited N_photoelectrons_std_fited FF_coef_independent_way FF_coef_model_way FF_coef_model_way_err high_gain_init low_gain_init Charge_init N_photoelectrons_init N_photoelectrons_std_init
0 -0.9819805060619657 0.4535573676110728 37.502801404517925 0.3625807639285593 0.9138170638908908 1.0130577399351766 0.1646474543423989 61.15579013419815 23.213242641069087 2323.4615543350724 37.99250323209869 6.163805904804165
1 -1.0147131895973645 0.4157609203101501 37.27549679739805 0.37003105811101833 0.9614727348342876 1.0723885750033029 0.16994878707078384 60.985383384498974 18.817990300695833 2437.818548567579 39.97381689310187 6.322485025138602
2 -1.063812214900463 0.4252100321353807 36.66711742438179 0.3965030370772223 0.974583938489869 1.1050479571013414 0.17401175928192042 63.28868590039743 16.700747317479617 2564.3894035921894 40.5189232026081 6.365447604262257
3 -1.031079531365064 0.4630064794363034 36.903293123985506 0.38832798003591057 0.8036045044672556 0.9053487060524864 0.15691961881617836 63.73902542030641 21.81276458689909 2129.543063744172 33.4103486788759 5.7801685683789445
4 -1.080178556668162 0.4724555912615341 36.28861291542241 0.4156469517865781 0.911181851831754 1.043934712180829 0.1700309665484201 58.8272330880379 18.505263017729504 2228.548699056137 37.88294267930301 6.15491207730078
5 -1.0474458731327634 0.5102520385624568 36.509899540963545 0.40807313255232003 0.843806863091388 0.9608842194465663 0.16258475156873328 61.78875341458446 24.978958164035678 2167.659844423557 35.081786322491304 5.922987955626054
6 -0.9983468478296651 0.5008029267372262 37.115670361029366 0.38140056330198546 0.8824904307798499 0.9885333862307524 0.16351465824456426 62.64171366529037 68.94706195902795 2298.32944213129 36.69007930421273 6.0572336346068685
7 -0.9819805060619657 0.3212698020578432 37.95347737849302 0.3380715250869363 0.9041026062060823 0.9903866868005106 0.16177941966481363 60.05807381439751 15.880658629413206 2257.500037273253 37.58861871344383 6.130955774872612
8 -1.0147131895973645 0.2834733547569205 37.67202524272364 0.3476313581337903 0.95823527753025 1.0575278968754218 0.1678308684827737 75.13461656686324 0.05346620711853174 2993.3043406514767 39.83921762597534 6.311831558745475
9 -1.063812214900463 0.29292246658215115 37.06981180181736 0.37291523963028395 0.8734207769611776 0.9795842259660726 0.1628572982170838 61.926206187451335 24.798454396611415 2248.7265049075318 36.31300290059124 6.026027124116788
