pixel_id x y N_photoelectrons_fited N_photoelectrons_std_fited FF_coef_independent_way FF_coef_model_way FF_coef_model_way_err high_gain_init low_gain_init Charge_init N_photoelectrons_init N_photoelectrons_std_init
0 -0.9819805060619657 0.4535573676110728 40.512730622671626 0.37834278628174917 0.9262369150831828 1.0031348594770726 0.15763483336427817 61.20740913355897 5.941384503353577 2487.452724425329 40.6397323402062 6.374929987082697
1 -1.0147131895973645 0.4157609203101501 40.32329892186178 0.38659928144896766 0.9642390438224165 1.0491978954145205 0.16161940270028516 62.6364248202841 4.325933704971687 2649.96676410428 42.30712036498798 6.504392390145907
2 -1.063812214900463 0.4252100321353807 39.801414012009595 0.41556162305285055 0.9579044619723773 1.055972110308984 0.1632561687617587 66.07740959808346 4.706666961382487 2777.179549913088 42.02918314754334 6.48299183614659
3 -1.031079531365064 0.4630064794363034 39.99926672491448 0.4064484352988352 0.8492717495123997 0.9315869607298722 0.152904252351279 61.58065936653902 3.923679926323767 2294.667505626684 37.26279531968659 6.104325951297701
4 -1.080178556668162 0.4724555912615341 39.47084359247172 0.43646031480615255 0.8951314327167428 0.9950368220996124 0.1591555139445575 56.41893139727611 1.1742024056720373 2215.8503019894442 39.274942773843904 6.266972376981081
5 -1.0474458731327634 0.5102520385624568 39.65627060945787 0.4279499281301917 0.8464603166817543 0.9365338654383119 0.15400788960572465 62.11193022123173 4.072390035202713 2306.802330750786 37.1394404027433 6.094213682071158
6 -0.9983468478296651 0.5008029267372262 40.176252367036795 0.39871285486951114 0.9308425444569478 1.0165659396080031 0.15938768736802716 61.000263542578 -1.7650748326423062 2491.361157538755 40.841809737425024 6.390759715200144
7 -0.9819805060619657 0.3212698020578432 40.91247017325907 0.3520875738351362 0.9580920942564032 1.0274963979520355 0.1587220650802523 58.58772247174095 3.653799774040926 2462.8764464729297 42.03741573434378 6.48362674236756
8 -1.0147131895973645 0.2834733547569205 40.67691153833476 0.3625612687262388 0.8858321335177616 0.9555033465257782 0.15350113522759576 80.04859256556196 5.723833245597329 3111.2426517031245 38.8669251012119 6.2343343751528035
9 -1.063812214900463 0.29292246658215115 40.16136678916133 0.3901124368543022 0.9316122405520902 1.0177836145878885 0.15949951496121104 57.95181785787033 3.8794091849861885 2368.814228276687 40.8755810574626 6.393401368400282
10 -1.0310795313650638 0.33071891388307384 40.40492292327018 0.3785699387406332 0.9037802517327155 0.9814254550091449 0.15612272184628373 63.67705301125917 4.272818621594112 2525.076595847581 39.654419864579864 6.297175546590698
11 -1.0801785566681623 0.34016802570830457 39.88198159353779 0.4073028582449194 0.9154268732508679 1.0071071560536984 0.1592418650745359 58.349645269338765 3.8702614600420056 2343.638537768269 40.16542906045379 6.337620141697812
12 -1.0474458731327634 0.3779644730092273 40.1129368157256 0.3962473259344786 0.897477249225988 0.9816750244143082 0.15673804826419774 62.07794053338701 3.986463552475348 2444.496962183562 39.37786822790703 6.275178740713848
13 -0.9983468478296651 0.3685153611839966 40.62785987742912 0.3684655328853935 0.9396916019340487 1.014822652489525 0.15831361228049287 63.46962993784288 4.198374181760979 2616.85744552202 41.23007252578537 6.421064750162964
14 -0.9819805060619656 0.18898223650461363 41.15920172158161 0.3355613341474624 0.921172544504116 0.9819803456661026 0.1546680109388748 61.6236240990093 3.972386355893048 2490.674499110935 40.417527133899554 6.357478048243624
15 -1.0147131895973645 0.15118578920369094 40.87774617495753 0.34810329988075056 0.9484240131961063 1.0179919691848054 0.15804581470932005 64.8132549992457 4.321162025949496 2697.0880657906587 41.61321732448166 6.450830746848165
16 -1.063812214900463 0.16063490102892172 40.37062969998105 0.3743651451532994 0.8936396042177221 0.9712379355478813 0.15536778847189373 59.337186115966766 3.8272248135575784 2326.580630394362 39.20948704657758 6.261747922631314
17 -1.031079531365064 0.1984313483298444 40.659645838758564 0.36051658937423775 0.8702185751195122 0.9390603657178522 0.15220040706803198 62.92824244778804 4.090981036685466 2402.7174622038715 38.181861891302965 6.179147343388323
18 -1.0801785566681623 0.20788046015507505 40.144319917426785 0.387969237813085 0.9194370842476757 1.004908835425668 0.158514110209379 61.39461090033796 4.191191774787398 2476.7434373917536 40.34138177717679 6.351486580098929
19 -1.0474458731327634 0.24567690745599774 40.420725604224 0.3745149081220645 0.9530886865505429 1.0345654295062552 0.16027105169476488 61.1315793650028 3.9663376955673506 2556.3933768865436 41.817885345688495 6.466674983767817
20 -0.9983468478296651 0.23622779563076712 40.92847135990676 0.34823030953288137 0.943798705014485 1.0117718820308619 0.15746299670720781 61.21167661572421 4.064420188836217 2534.7924534689787 41.41027649645909 6.435081700837922
21 -0.9819805060619657 0.05669467095138416 41.250122294338674 0.3278772696214579 0.8903690688002913 0.9470514580721876 0.15170834101653838 60.98650136436043 4.131563959042542 2382.497958790897 39.065988464509495 6.250279070930313
22 -1.0147131895973645 0.01889822365046139 40.923518886788806 0.3425671951605262 0.8983790863457731 0.9631976541318532 0.15362792725161115 61.109550821432364 4.14682142422318 2408.781893470006 39.417437390575564 6.278330780595712
23 -1.063812214900463 0.02834733547569211 40.42682352461914 0.3678906167936476 0.882767233600731 0.9580878644748522 0.15419250208502275 63.60212919398947 4.10258703582881 2463.4662264554254 38.732449018204065 6.223539910549627
24 -1.031079531365064 0.06614378277661478 40.76054256114572 0.35169815324702003 0.9336251896153529 1.004989114165796 0.15726132614253105 61.72874504935532 3.9655044500013417 2528.650235713207 40.963901561443066 6.400304802229583
25 -1.080178556668162 0.07559289460184547 40.25488007737601 0.37810970920711107 0.870684768980044 0.9490108185879594 0.15380022366583238 59.182527023825415 3.9365211847452377 2260.9096401385173 38.202316694390746 6.180802269478514
26 -1.0474458731327634 0.11338934190276824 40.576147196172734 0.3622838061708442 0.8641717170974451 0.9344541439918794 0.1519843811106264 63.84824671414439 4.359218195093385 2420.905168376964 37.91654889468809 6.157641504235862
27 -0.9983468478296651 0.10394023007753755 41.07467719110987 0.3372409639022383 0.9273269603566756 0.9905752677574312 0.1555075347839348 60.381734697846156 3.963752912560707 2456.785414575125 40.68755935663371 6.378680063824624
28 -0.9819805060619657 -0.07559289460184537 41.184196162471835 0.3284556141291449 0.901746162821982 0.9606882132379629 0.15292261267742585 59.920107820542775 3.930540879907664 2370.7493616903143 39.56517182496684 6.290085200135754
29 -1.0147131895973645 -0.11338934190276816 40.81370808537214 0.3456161178232716 0.8908480399413939 0.9576930330374913 0.15339737525848574 61.36678037590785 5.985532948274015 2398.643583011337 39.08700388578683 6.251960003533838
30 -1.063812214900463 -0.10394023007753743 40.32930796232585 0.370434866893664 0.9455783241138922 1.0287396801608937 0.15999305081646095 62.83264657724906 4.169115008102774 2606.8234216336105 41.48835937427327 6.441145812219537
31 -1.031079531365064 -0.06614378277661465 40.70646384527799 0.3516841343827124 0.8178700140931466 0.8815555052665521 0.14735809349410123 60.59540538110976 3.921339051116971 2174.4665646135336 35.88500730273867 5.990409610597482
32 -1.0801785566681623 -0.05669467095138408 40.212402915224274 0.3774271093760232 0.9380145592036997 1.0234775174561515 0.1598251108663524 60.28664057245394 3.6984548920873257 2481.1865383388995 41.15649030662025 6.415332439291065
