pixel_id x y N_photoelectrons_fited N_photoelectrons_std_fited FF_coef_independent_way FF_coef_model_way FF_coef_model_way_err high_gain_init low_gain_init Charge_init N_photoelectrons_init N_photoelectrons_std_init
0 -0.9819805060619657 0.4535573676110728 41.39531596949021 0.38131866476635434 0.9439096646565959 1.020148308632745 0.15726525300760127 53.82197389492906 3.672150846841761 2272.8675961058257 42.2293615715935 6.498412234661133
1 -1.0147131895973645 0.4157609203101501 41.191770555657044 0.3895922832282073 0.9607716975950339 1.0435032939800184 0.15946854332267238 56.05871536656531 3.6878193633975047 2409.6137090784655 42.98374825969726 6.556199223612508
2 -1.063812214900463 0.4252100321353807 40.66205089013526 0.41898220015084664 0.951536125452097 1.0469358812191245 0.16082170397981585 59.60369075572545 4.154524664060033 2537.3624983564564 42.57056008084064 6.524611872045773
3 -1.031079531365064 0.4630064794363034 40.87397398834138 0.4098461038399545 0.8450404965240776 0.9249425116085239 0.15071544918669486 55.74916218959766 3.6642551341520373 2107.6570716071574 37.806076160197954 6.148664583484608
4 -1.080178556668162 0.4724555912615341 40.33748728737197 0.4403097222926613 0.9046204049598087 1.0033249705435827 0.15809240649914405 52.8045058859059 3.4843633644552674 2137.083275753742 40.47160824440463 6.361729972610015
5 -1.0474458731327634 0.5102520385624568 40.53681133759226 0.4317948878870359 0.8807300143356727 0.9720246893378587 0.1551967093777939 54.32506262357352 3.807728077614205 2140.5585696605185 39.402781447170504 6.277163487369952
6 -0.9983468478296651 0.5008029267372262 41.06489946086689 0.4021111175727583 0.9301036865875199 1.013315497645312 0.1573988810002027 54.57516100074652 -1.1708607585434134 2270.9651742374745 41.61169903294304 6.450713063913402
7 -0.9819805060619657 0.3212698020578432 41.767318668258945 0.35440433316218944 0.9561615784767361 1.0241858597656683 0.15683350896625842 52.47652088189837 3.47303959241042 2244.8142240603756 42.777497180357436 6.540450839227938
8 -1.0147131895973645 0.2834733547569205 41.51724086668687 0.36494800744494693 0.8902777293941937 0.959358899725857 0.15224519065198203 74.42012208971327 5.191240443753832 2964.148589618982 39.8299345175181 6.311096142313005
9 -1.063812214900463 0.29292246658215115 40.994363335779155 0.3928770375576804 0.9230403965181493 1.0073505899709145 0.15705447171433395 54.46243884694298 3.6949993666759346 2249.0643230404644 41.295696091779156 6.4261727405804425
10 -1.0310795313650638 0.33071891388307384 41.25238864206297 0.3812582571445332 0.9107175757650806 0.9876855507026873 0.15500268117485047 54.97832904612655 3.8512685014269197 2240.0583808983997 40.744388193737244 6.383133101677988
11 -1.0801785566681623 0.34016802570830457 40.72188943752108 0.4103971330459544 0.9090287436643083 0.9986970761198148 0.15692713023650184 52.94179011228459 3.6702367723817053 2153.0807633730055 40.66883191532667 6.3772119233507265
12 -1.0474458731327634 0.3779644730092273 40.96717646464064 0.39928055567655174 0.8964648667917906 0.9789969171184618 0.15488107716075775 54.9267142403181 3.674101026136296 2202.931417536384 40.10673946193119 6.332988193730602
13 -0.9983468478296651 0.3685153611839966 41.48970723070321 0.37109786461751404 0.9642577638436389 1.0397689805659946 0.15857925649259988 55.27828356510313 3.790247742272562 2384.6891549795923 43.13971059124985 6.568082718057824
14 -0.9819805060619656 0.18898223650461363 41.98423021498783 0.3374755806623589 0.9397805606773916 1.0014386426704267 0.15465293766758076 53.35525822211131 3.604066722535263 2243.3021182510706 42.04463052006013 6.484183103526622
15 -1.0147131895973645 0.15118578920369094 41.68796664067529 0.3501270989014787 0.9551591067162906 1.0250595379410388 0.15704450920611343 55.76965825187375 3.93450637259048 2383.185165252482 42.73264782239205 6.537021326444641
16 -1.063812214900463 0.16063490102892172 41.17401490906334 0.37671159953160926 0.864673705704145 0.939535334664994 0.1513028077001138 55.28734425865574 3.755450793752667 2138.760055512538 38.684441877088275 6.219681814778653
17 -1.031079531365064 0.1984313483298444 41.477783659515005 0.362746130470559 0.8738993892076297 0.9426055155520852 0.15097519234921872 55.36675340374629 3.787630519754348 2164.6843474160924 39.097187650334995 6.252774396244837
18 -1.0801785566681623 0.20788046015507505 40.95540306160746 0.3905520077531853 0.9122789751760989 0.9965533296886491 0.15627845740611376 53.740955740055064 3.71799195343872 2193.3964422002077 40.81424328978561 6.388602608535423
19 -1.0474458731327634 0.24567690745599774 41.246460531573 0.3769912427482581 0.9496281945703027 1.0300326632624948 0.15830749733299768 54.21351936793313 3.793341443040726 2303.272299330652 42.48520159148752 6.5180673202635395
20 -0.9983468478296651 0.23622779563076712 41.761316560548686 0.3503590769331494 0.9260692804792751 0.992095270464658 0.15435542771255018 55.53674335138196 3.7941432226959417 2300.954179279988 41.43120464809775 6.436707593801177
21 -0.9819805060619657 0.05669467095138416 42.043609988848665 0.329607742067146 0.8943391373733205 0.9516698719160038 0.15063521035297492 54.83772807852423 3.743453470373573 2194.147266107067 40.01163693297403 6.325475233764972
22 -1.0147131895973645 0.01889822365046139 41.702025225395346 0.34443100598338866 0.911649254218385 0.9780357218974 0.15335647326274102 53.626662760257226 3.826999686882844 2187.2208397558743 40.78607034590312 6.386397290014388
23 -1.063812214900463 0.02834733547569211 41.19898284678096 0.37002103743040593 0.8881089936200414 0.9644147789930062 0.15324401747126307 56.50096846449432 3.888615111328038 2244.9477783462858 39.73290793691491 6.30340447194331
24 -1.031079531365064 0.06614378277661478 41.547623608626466 0.35368661371999316 0.936680111767736 1.0086237574115104 0.15604503036760373 54.874168021588204 3.832849323117118 2299.552508110441 41.905920235652005 6.473478217747551
25 -1.080178556668162 0.07559289460184547 41.03540210158898 0.3803956791132172 0.8752465260863548 0.9542359742532054 0.15274886486586722 51.9192783452425 3.5497314052028344 2033.0269042533248 39.15745690328179 6.25759194125678
26 -1.0474458731327634 0.11338934190276824 41.37152649948866 0.36443255884302017 0.8910106464462767 0.9635304205824158 0.15284546964303625 56.69453468888214 3.9514597400665608 2259.99860721785 39.86272432818887 6.313693398335785
27 -0.9983468478296651 0.10394023007753755 41.87667564782104 0.3390989555474459 0.9061960747130511 0.9681308544887887 0.15225004248847268 55.587726528307556 3.8758503423903377 2253.643266522435 40.54210177807483 6.367267999548537
28 -0.9819805060619657 -0.07559289460184537 41.94478839812893 0.33016683140181 0.9125312616589195 0.9733159192586128 0.15252340775520018 52.544796672485745 3.5534214267522892 2145.169187495138 40.825530277832854 6.389485916553292
29 -1.0147131895973645 -0.11338934190276816 41.559258063851864 0.34746817778981237 0.9395121868716295 1.0113901393600782 0.15622932297017555 51.56560047275684 3.4150493966208373 2167.4374859451923 42.03262380490059 6.483257191019078
30 -1.063812214900463 -0.10394023007753743 41.06898555924824 0.3725012840976552 0.9322738247921551 1.015578733893877 0.15752287412956748 56.354563663486694 3.7766368772758683 2350.480568767062 41.708788356567254 6.458234151574814
31 -1.031079531365064 -0.06614378277661465 41.461121002226264 0.35360022111376255 0.8416362499313103 0.9081706772412205 0.14820304114866517 52.064623089610606 3.5425415835007463 1960.4295689014814 37.65377433977201 6.136267133997022
32 -1.0801785566681623 -0.05669467095138408 40.96098459838853 0.3795865117021879 0.933788520304472 1.0199108831741819 0.1580787814080631 53.782358850387666 3.2860093370181924 2246.8416175465422 41.7765539774265 6.463478473502214
33 -1.0474458731327634 -0.018898223650461298 41.34096496426204 0.36110271690082035 0.9298562747179794 1.006281062018804 0.15626347147928146 56.14527332615269 3.8349522511271346 2335.6787491396126 41.60063012911978 6.44985504714019
34 -0.9983468478296652 -0.028347335475691966 41.83448429910218 0.33661157856822754 0.9344733127945971 0.9993475826131414 0.15476688152569618 53.09607304880795 3.3705642414728274 2219.7976542491338 41.80719075417518 6.4658480305506085
35 -0.9819805060619657 -0.20788046015507491 41.68887944880145 0.33913266984690515 0.9709014967770194 1.0419311728848588 0.15831887425245716 54.942097298174495 3.7570262725116175 2386.516751956751 43.436943060345186 6.590670911246076
36 -1.0147131895973645 -0.2456769074559976 41.261273670969786 0.3593479781345193 0.9680724927201285 1.0496616568685233 0.15975906645956972 53.953303482440056 3.686589061348444 2336.737908067905 43.31037688597572 6.581061987701964
37 -1.063812214900463 -0.236227795630767 40.7854879166434 0.3841705251943432 0.9270829808321492 1.0169439788067751 0.15819520052103553 54.96394766792071 3.7040271217919556 2279.7152731906053 41.47655635952699 6.440229526928912
38 -1.031079531365064 -0.19843134832984427 41.21925107848306 0.362412732577655 0.9341483822054141 1.0139110406995195 0.15709063696773667 53.693205073147574 3.898412402733235 2243.9815287707306 41.79265375783955 6.46472379594361
