pixel_id x y N_photoelectrons_fited N_photoelectrons_std_fited FF_coef_independent_way FF_coef_model_way FF_coef_model_way_err high_gain_init low_gain_init Charge_init N_photoelectrons_init N_photoelectrons_std_init
0 -0.9819805060619657 0.4535573676110728 37.875633596483574 0.3630474640740715 0.9268918819676939 1.0246601637478827 0.16477179810894066 54.73710980035152 10.234093917346536 2124.3282333612983 38.80965292302766 6.229739394471302
1 -1.0147131895973645 0.4157609203101501 37.63957735272249 0.37046054959314245 0.9678524809708134 1.0766514009396415 0.16945951784674096 55.68907929490241 7.950162747367198 2256.7834370603273 40.524703687584676 6.3659016397981425
2 -1.063812214900463 0.4252100321353807 37.01869347608061 0.3967753014658608 0.9814140403229833 1.1100482597310968 0.1735733598881502 57.53069799354826 0.45560111574036577 2364.0822939752434 41.092536270642185 6.410346033611773
3 -1.031079531365064 0.4630064794363034 37.26374486556828 0.38864585458873213 0.8120506028932444 0.9124462187572641 0.15676966581043672 57.63653784157717 18.08136759856961 1959.709323631778 34.001163099323186 5.831051628936515
4 -1.080178556668162 0.4724555912615341 36.6363841338619 0.4157933381339129 0.9035438019377611 1.0326360619403367 0.1682956590998582 52.40408215219413 13.639991735506388 1982.553931423745 37.83205143572459 6.1507764904704985
5 -1.0474458731327634 0.5102520385624568 36.86614886109527 0.4082582372363053 0.8496694370737068 0.9650124242090818 0.16214288522467335 56.24509828049046 12.681832506809009 2000.9920222050134 35.57629168369843 5.9645864637624655
6 -0.9983468478296651 0.5008029267372262 37.484474233289276 0.38174846032766757 0.8894816131425408 0.993564879515523 0.16312088876192202 57.04592791872023 61.66028024258272 2124.5761614282724 37.24325712530079 6.1027253850473056
7 -0.9819805060619657 0.3212698020578432 38.32302341800406 0.33865707511999077 0.9112625528614325 0.9956218971892296 0.16142224501058855 55.19327595944519 13.817521022847668 2105.912761346863 38.155241281460476 6.176992899579898
8 -1.0147131895973645 0.2834733547569205 38.03151503290917 0.3481553922907941 0.937812674488819 1.032483575780271 0.16503769593045067 69.72810531599951 -9.058416718077394 2738.007559000389 39.26691463351919 6.26633183238162
9 -1.063812214900463 0.29292246658215115 37.41710800499787 0.3733052707427698 0.8898550166466019 0.9957715546305425 0.1634363242201344 56.35150779256132 12.059571874599023 2099.5947320559576 37.258891807915646 6.10400620968849
10 -1.0310795313650638 0.33071891388307384 37.716952782825025 0.3629003290808917 0.9125264181491238 1.013023519733203 0.16417544411782514 53.920328749552446 10.318895826377313 2060.1965622247476 38.20816026166843 6.181274970559749
11 -1.0801785566681623 0.34016802570830457 37.09479255930631 0.38903652513581677 0.8675201251193669 0.9792132741865849 0.16279760220292333 55.57914626473757 12.607050478815317 2018.8409731158072 36.3237132772705 6.026915735039814
12 -1.0474458731327634 0.3779644730092273 37.37912104490666 0.37912227115642655 0.8749324265518984 0.9800677712761212 0.16222968502073706 56.26915296984754 13.994471592099808 2061.368193102866 36.63407185474203 6.052608681778629
13 -0.9983468478296651 0.3685153611839966 37.99290430854292 0.3537793641880799 0.9210099604714626 1.0150151243841492 0.16372307271111292 57.96766330716982 6.565761860246119 2235.4285926313605 38.56337249245077 6.209941424236686
14 -0.9819805060619656 0.18898223650461363 38.588351737506414 0.32316493052901973 0.8892360473965163 0.9648760164214831 0.15833391415821205 56.15129496099962 11.868666849113964 2090.6797673827214 37.23297510475621 6.101882914703969
15 -1.0147131895973645 0.15118578920369094 38.24186998813615 0.33460378428541665 0.9783679794173922 1.071207957305689 0.16762827453658946 53.40629837529307 4.304707891826429 2187.788769066212 40.96499543354106 6.400390256346957
16 -1.063812214900463 0.16063490102892172 37.637082777551534 0.35863799312925654 0.8233676343635555 0.9159853284398107 0.15624817546868208 58.07253427653724 14.63454724875761 2002.051526828986 34.47501562951189 5.871542866190444
17 -1.031079531365064 0.1984313483298444 37.991225628647186 0.3460791398911677 0.8280759719092283 0.9126359219248938 0.15521403854463256 57.72884535090235 14.554824177460038 2001.5836025198575 34.67215722665708 5.888306821715142
